draw_number,numbers,bonus_number,prize_info,draw_date
41,"[13, 20, 23, 35, 38, 43]",34,"[{'rank': '1등', 'winners': '0원', 'prize_amount': '0', 'winners_per_prize': '0.00000000'}, {'rank': '2등', 'winners': '2,297,484,000원', 'prize_amount': '21', 'winners_per_prize': '109404000.00000000'}, {'rank': '3등', 'winners': '2,297,470,000원', 'prize_amount': '700', 'winners_per_prize': '3282100.00000000'}, {'rank': '4등', 'winners': '4,594,099,500원', 'prize_amount': '33,805', 'winners_per_prize': '135900.00000000'}, {'rank': '5등', 'winners': '5,837,440,000원', 'prize_amount': '583,744', 'winners_per_prize': '10000.00000000'}]",2003년 09월 13일 추첨
42,"[17, 18, 19, 21, 23, 32]",1,"[{'rank': '1등', 'winners': '41,395,680,600원', 'prize_amount': '6', 'winners_per_prize': '6899280100.00000000'}, {'rank': '2등', 'winners': '4,601,793,000원', 'prize_amount': '35', 'winners_per_prize': '131479800.00000000'}, {'rank': '3등', 'winners': '4,601,656,000원', 'prize_amount': '1,405', 'winners_per_prize': '3275200.00000000'}, {'rank': '4등', 'winners': '9,203,125,100원', 'prize_amount': '79,543', 'winners_per_prize': '115700.00000000'}, {'rank': '5등', 'winners': '13,936,910,000원', 'prize_amount': '1,393,691', 'winners_per_prize': '10000.00000000'}]",2003년 09월 20일 추첨
43,"[6, 31, 35, 38, 39, 44]",1,"[{'rank': '1등', 'winners': '17,749,630,800원', 'prize_amount': '1', 'winners_per_prize': '17749630800.00000000'}, {'rank': '2등', 'winners': '2,958,270,000원', 'prize_amount': '21', 'winners_per_prize': '140870000.00000000'}, {'rank': '3등', 'winners': '2,958,199,600원', 'prize_amount': '926', 'winners_per_prize': '3194600.00000000'}, {'rank': '4등', 'winners': '5,914,233,600원', 'prize_amount': '45,078', 'winners_per_prize': '131200.00000000'}, {'rank': '5등', 'winners': '7,760,430,000원', 'prize_amount': '776,043', 'winners_per_prize': '10000.00000000'}]",2003년 09월 27일 추첨
44,"[3, 11, 21, 30, 38, 45]",39,"[{'rank': '1등', 'winners': '16,810,779,000원', 'prize_amount': '5', 'winners_per_prize': '3362155800.00000000'}, {'rank': '2등', 'winners': '2,801,795,600원', 'prize_amount': '23', 'winners_per_prize': '121817200.00000000'}, {'rank': '3등', 'winners': '2,801,743,500원', 'prize_amount': '785', 'winners_per_prize': '3569100.00000000'}, {'rank': '4등', 'winners': '5,600,852,400원', 'prize_amount': '40,092', 'winners_per_prize': '139700.00000000'}, {'rank': '5등', 'winners': '6,960,510,000원', 'prize_amount': '696,051', 'winners_per_prize': '10000.00000000'}]",2003년 10월 04일 추첨
45,"[1, 10, 20, 27, 33, 35]",17,"[{'rank': '1등', 'winners': '16,712,835,600원', 'prize_amount': '2', 'winners_per_prize': '8356417800.00000000'}, {'rank': '2등', 'winners': '2,785,471,200원', 'prize_amount': '27', 'winners_per_prize': '103165600.00000000'}, {'rank': '3등', 'winners': '2,785,433,000원', 'prize_amount': '890', 'winners_per_prize': '3129700.00000000'}, {'rank': '4등', 'winners': '5,570,075,000원', 'prize_amount': '45,470', 'winners_per_prize': '122500.00000000'}, {'rank': '5등', 'winners': '7,753,390,000원', 'prize_amount': '775,339', 'winners_per_prize': '10000.00000000'}]",2003년 10월 11일 추첨
46,"[8, 13, 15, 23, 31, 38]",39,"[{'rank': '1등', 'winners': '15,983,276,400원', 'prize_amount': '3', 'winners_per_prize': '5327758800.00000000'}, {'rank': '2등', 'winners': '2,663,879,400원', 'prize_amount': '39', 'winners_per_prize': '68304600.00000000'}, {'rank': '3등', 'winners': '2,663,822,000원', 'prize_amount': '1,043', 'winners_per_prize': '2554000.00000000'}, {'rank': '4등', 'winners': '5,325,101,100원', 'prize_amount': '45,243', 'winners_per_prize': '117700.00000000'}, {'rank': '5등', 'winners': '7,451,990,000원', 'prize_amount': '745,199', 'winners_per_prize': '10000.00000000'}]",2003년 10월 18일 추첨
47,"[14, 17, 26, 31, 36, 45]",27,"[{'rank': '1등', 'winners': '16,250,212,000원', 'prize_amount': '5', 'winners_per_prize': '3250042400.00000000'}, {'rank': '2등', 'winners': '2,708,368,300원', 'prize_amount': '11', 'winners_per_prize': '246215300.00000000'}, {'rank': '3등', 'winners': '2,708,345,200원', 'prize_amount': '902', 'winners_per_prize': '3002600.00000000'}, {'rank': '4등', 'winners': '5,413,372,000원', 'prize_amount': '40,580', 'winners_per_prize': '133400.00000000'}, {'rank': '5등', 'winners': '6,794,660,000원', 'prize_amount': '679,466', 'winners_per_prize': '10000.00000000'}]",2003년 10월 25일 추첨
48,"[6, 10, 18, 26, 37, 38]",3,"[{'rank': '1등', 'winners': '14,494,041,600원', 'prize_amount': '6', 'winners_per_prize': '2415673600.00000000'}, {'rank': '2등', 'winners': '2,415,672,500원', 'prize_amount': '25', 'winners_per_prize': '96626900.00000000'}, {'rank': '3등', 'winners': '2,415,647,300원', 'prize_amount': '1,279', 'winners_per_prize': '1888700.00000000'}, {'rank': '4등', 'winners': '4,829,510,400원', 'prize_amount': '58,047', 'winners_per_prize': '83200.00000000'}, {'rank': '5등', 'winners': '8,746,680,000원', 'prize_amount': '874,668', 'winners_per_prize': '10000.00000000'}]",2003년 11월 01일 추첨
49,"[4, 7, 16, 19, 33, 40]",30,"[{'rank': '1등', 'winners': '13,772,532,200원', 'prize_amount': '7', 'winners_per_prize': '1967504600.00000000'}, {'rank': '2등', 'winners': '2,295,419,700원', 'prize_amount': '49', 'winners_per_prize': '46845300.00000000'}, {'rank': '3등', 'winners': '2,295,333,200원', 'prize_amount': '1,487', 'winners_per_prize': '1543600.00000000'}, {'rank': '4등', 'winners': '4,585,119,000원', 'prize_amount': '66,451', 'winners_per_prize': '69000.00000000'}, {'rank': '5등', 'winners': '9,296,350,000원', 'prize_amount': '929,635', 'winners_per_prize': '10000.00000000'}]",2003년 11월 08일 추첨
50,"[2, 10, 12, 15, 22, 44]",1,"[{'rank': '1등', 'winners': '15,681,184,200원', 'prize_amount': '3', 'winners_per_prize': '5227061400.00000000'}, {'rank': '2등', 'winners': '2,613,529,800원', 'prize_amount': '14', 'winners_per_prize': '186680700.00000000'}, {'rank': '3등', 'winners': '2,613,464,000원', 'prize_amount': '826', 'winners_per_prize': '3164000.00000000'}, {'rank': '4등', 'winners': '5,226,391,200원', 'prize_amount': '40,296', 'winners_per_prize': '129700.00000000'}, {'rank': '5등', 'winners': '6,646,310,000원', 'prize_amount': '664,631', 'winners_per_prize': '10000.00000000'}]",2003년 11월 15일 추첨
51,"[2, 3, 11, 16, 26, 44]",35,"[{'rank': '1등', 'winners': '14,526,702,000원', 'prize_amount': '6', 'winners_per_prize': '2421117000.00000000'}, {'rank': '2등', 'winners': '2,421,114,800원', 'prize_amount': '26', 'winners_per_prize': '93119800.00000000'}, {'rank': '3등', 'winners': '2,421,047,300원', 'prize_amount': '961', 'winners_per_prize': '2519300.00000000'}, {'rank': '4등', 'winners': '4,840,371,300원', 'prize_amount': '45,707', 'winners_per_prize': '105900.00000000'}, {'rank': '5등', 'winners': '7,065,670,000원', 'prize_amount': '706,567', 'winners_per_prize': '10000.00000000'}]",2003년 11월 22일 추첨
52,"[2, 4, 15, 16, 20, 29]",1,"[{'rank': '1등', 'winners': '15,603,379,600원', 'prize_amount': '4', 'winners_per_prize': '3900844900.00000000'}, {'rank': '2등', 'winners': '2,600,562,900원', 'prize_amount': '13', 'winners_per_prize': '200043300.00000000'}, {'rank': '3등', 'winners': '2,600,536,800원', 'prize_amount': '669', 'winners_per_prize': '3887200.00000000'}, {'rank': '4등', 'winners': '5,199,750,000원', 'prize_amount': '34,665', 'winners_per_prize': '150000.00000000'}, {'rank': '5등', 'winners': '6,191,090,000원', 'prize_amount': '619,109', 'winners_per_prize': '10000.00000000'}]",2003년 11월 29일 추첨
53,"[7, 8, 14, 32, 33, 39]",42,"[{'rank': '1등', 'winners': '15,043,113,000원', 'prize_amount': '3', 'winners_per_prize': '5014371000.00000000'}, {'rank': '2등', 'winners': '2,507,185,000원', 'prize_amount': '25', 'winners_per_prize': '100287400.00000000'}, {'rank': '3등', 'winners': '2,507,132,200원', 'prize_amount': '802', 'winners_per_prize': '3126100.00000000'}, {'rank': '4등', 'winners': '5,013,606,000원', 'prize_amount': '45,372', 'winners_per_prize': '110500.00000000'}, {'rank': '5등', 'winners': '7,426,150,000원', 'prize_amount': '742,615', 'winners_per_prize': '10000.00000000'}]",2003년 12월 06일 추첨
54,"[1, 8, 21, 27, 36, 39]",37,"[{'rank': '1등', 'winners': '15,445,879,800원', 'prize_amount': '3', 'winners_per_prize': '5148626600.00000000'}, {'rank': '2등', 'winners': '2,574,312,000원', 'prize_amount': '15', 'winners_per_prize': '171620800.00000000'}, {'rank': '3등', 'winners': '2,574,307,600원', 'prize_amount': '719', 'winners_per_prize': '3580400.00000000'}, {'rank': '4등', 'winners': '5,147,935,800원', 'prize_amount': '34,854', 'winners_per_prize': '147700.00000000'}, {'rank': '5등', 'winners': '6,173,370,000원', 'prize_amount': '617,337', 'winners_per_prize': '10000.00000000'}]",2003년 12월 13일 추첨
55,"[17, 21, 31, 37, 40, 44]",7,"[{'rank': '1등', 'winners': '14,177,599,200원', 'prize_amount': '2', 'winners_per_prize': '7088799600.00000000'}, {'rank': '2등', 'winners': '2,362,932,000원', 'prize_amount': '24', 'winners_per_prize': '98455500.00000000'}, {'rank': '3등', 'winners': '2,362,869,600원', 'prize_amount': '728', 'winners_per_prize': '3245700.00000000'}, {'rank': '4등', 'winners': '4,723,050,000원', 'prize_amount': '42,550', 'winners_per_prize': '111000.00000000'}, {'rank': '5등', 'winners': '7,468,550,000원', 'prize_amount': '746,855', 'winners_per_prize': '10000.00000000'}]",2003년 12월 20일 추첨
56,"[10, 14, 30, 31, 33, 37]",19,"[{'rank': '1등', 'winners': '15,110,283,600원', 'prize_amount': '4', 'winners_per_prize': '3777570900.00000000'}, {'rank': '2등', 'winners': '2,518,380,300원', 'prize_amount': '29', 'winners_per_prize': '86840700.00000000'}, {'rank': '3등', 'winners': '2,518,362,900원', 'prize_amount': '1,359', 'winners_per_prize': '1853100.00000000'}, {'rank': '4등', 'winners': '5,033,378,800원', 'prize_amount': '41,156', 'winners_per_prize': '122300.00000000'}, {'rank': '5등', 'winners': '7,445,660,000원', 'prize_amount': '744,566', 'winners_per_prize': '10000.00000000'}]",2003년 12월 27일 추첨
57,"[7, 10, 16, 25, 29, 44]",6,"[{'rank': '1등', 'winners': '16,457,647,600원', 'prize_amount': '4', 'winners_per_prize': '4114411900.00000000'}, {'rank': '2등', 'winners': '2,742,940,000원', 'prize_amount': '25', 'winners_per_prize': '109717600.00000000'}, {'rank': '3등', 'winners': '2,742,912,000원', 'prize_amount': '960', 'winners_per_prize': '2857200.00000000'}, {'rank': '4등', 'winners': '5,484,225,000원', 'prize_amount': '44,050', 'winners_per_prize': '124500.00000000'}, {'rank': '5등', 'winners': '7,636,920,000원', 'prize_amount': '763,692', 'winners_per_prize': '10000.00000000'}]",2004년 01월 03일 추첨
58,"[10, 24, 25, 33, 40, 44]",1,"[{'rank': '1등', 'winners': '14,705,716,800원', 'prize_amount': '4', 'winners_per_prize': '3676429200.00000000'}, {'rank': '2등', 'winners': '2,450,951,100원', 'prize_amount': '39', 'winners_per_prize': '62844900.00000000'}, {'rank': '3등', 'winners': '2,450,952,800원', 'prize_amount': '1,318', 'winners_per_prize': '1859600.00000000'}, {'rank': '4등', 'winners': '4,901,703,000원', 'prize_amount': '58,215', 'winners_per_prize': '84200.00000000'}, {'rank': '5등', 'winners': '8,809,540,000원', 'prize_amount': '880,954', 'winners_per_prize': '10000.00000000'}]",2004년 01월 10일 추첨
59,"[6, 29, 36, 39, 41, 45]",13,"[{'rank': '1등', 'winners': '16,510,349,200원', 'prize_amount': '4', 'winners_per_prize': '4127587300.00000000'}, {'rank': '2등', 'winners': '2,751,724,600원', 'prize_amount': '23', 'winners_per_prize': '119640200.00000000'}, {'rank': '3등', 'winners': '2,751,711,900원', 'prize_amount': '651', 'winners_per_prize': '4226900.00000000'}, {'rank': '4등', 'winners': '5,502,584,600원', 'prize_amount': '35,026', 'winners_per_prize': '157100.00000000'}, {'rank': '5등', 'winners': '6,264,600,000원', 'prize_amount': '626,460', 'winners_per_prize': '10000.00000000'}]",2004년 01월 17일 추첨
60,"[2, 8, 25, 36, 39, 42]",11,"[{'rank': '1등', 'winners': '15,207,532,200원', 'prize_amount': '7', 'winners_per_prize': '2172504600.00000000'}, {'rank': '2등', 'winners': '2,534,587,200원', 'prize_amount': '27', 'winners_per_prize': '93873600.00000000'}, {'rank': '3등', 'winners': '2,534,496,000원', 'prize_amount': '1,088', 'winners_per_prize': '2329500.00000000'}, {'rank': '4등', 'winners': '5,064,889,600원', 'prize_amount': '45,712', 'winners_per_prize': '110800.00000000'}, {'rank': '5등', 'winners': '7,357,080,000원', 'prize_amount': '735,708', 'winners_per_prize': '10000.00000000'}]",2004년 01월 24일 추첨
61,"[14, 15, 19, 30, 38, 43]",8,"[{'rank': '1등', 'winners': '17,705,194,000원', 'prize_amount': '5', 'winners_per_prize': '3541038800.00000000'}, {'rank': '2등', 'winners': '2,950,865,500원', 'prize_amount': '11', 'winners_per_prize': '268260500.00000000'}, {'rank': '3등', 'winners': '2,950,860,000원', 'prize_amount': '789', 'winners_per_prize': '3740000.00000000'}, {'rank': '4등', 'winners': '5,899,583,700원', 'prize_amount': '41,227', 'winners_per_prize': '143100.00000000'}, {'rank': '5등', 'winners': '7,147,840,000원', 'prize_amount': '714,784', 'winners_per_prize': '10000.00000000'}]",2004년 01월 31일 추첨
62,"[3, 8, 15, 27, 29, 35]",21,"[{'rank': '1등', 'winners': '15,817,286,400원', 'prize_amount': '1', 'winners_per_prize': '15817286400.00000000'}, {'rank': '2등', 'winners': '2,636,213,800원', 'prize_amount': '22', 'winners_per_prize': '119827900.00000000'}, {'rank': '3등', 'winners': '2,636,137,100원', 'prize_amount': '829', 'winners_per_prize': '3179900.00000000'}, {'rank': '4등', 'winners': '5,269,110,400원', 'prize_amount': '41,686', 'winners_per_prize': '126400.00000000'}, {'rank': '5등', 'winners': '7,008,040,000원', 'prize_amount': '700,804', 'winners_per_prize': '10000.00000000'}]",2004년 02월 07일 추첨
63,"[3, 20, 23, 36, 38, 40]",5,"[{'rank': '1등', 'winners': '15,844,491,000원', 'prize_amount': '2', 'winners_per_prize': '7922245500.00000000'}, {'rank': '2등', 'winners': '2,640,747,200원', 'prize_amount': '26', 'winners_per_prize': '101567200.00000000'}, {'rank': '3등', 'winners': '2,640,672,800원', 'prize_amount': '824', 'winners_per_prize': '3204700.00000000'}, {'rank': '4등', 'winners': '5,279,436,000원', 'prize_amount': '41,505', 'winners_per_prize': '127200.00000000'}, {'rank': '5등', 'winners': '7,129,540,000원', 'prize_amount': '712,954', 'winners_per_prize': '10000.00000000'}]",2004년 02월 14일 추첨
64,"[14, 15, 18, 21, 26, 36]",39,"[{'rank': '1등', 'winners': '15,599,272,000원', 'prize_amount': '4', 'winners_per_prize': '3899818000.00000000'}, {'rank': '2등', 'winners': '2,599,878,600원', 'prize_amount': '11', 'winners_per_prize': '236352600.00000000'}, {'rank': '3등', 'winners': '2,599,833,600원', 'prize_amount': '651', 'winners_per_prize': '3993600.00000000'}, {'rank': '4등', 'winners': '5,196,380,000원', 'prize_amount': '37,117', 'winners_per_prize': '140000.00000000'}, {'rank': '5등', 'winners': '6,543,790,000원', 'prize_amount': '654,379', 'winners_per_prize': '10000.00000000'}]",2004년 02월 21일 추첨
65,"[4, 25, 33, 36, 40, 43]",39,"[{'rank': '1등', 'winners': '14,911,783,200원', 'prize_amount': '4', 'winners_per_prize': '3727945800.00000000'}, {'rank': '2등', 'winners': '2,485,296,000원', 'prize_amount': '27', 'winners_per_prize': '92048000.00000000'}, {'rank': '3등', 'winners': '2,485,233,400원', 'prize_amount': '1,003', 'winners_per_prize': '2477800.00000000'}, {'rank': '4등', 'winners': '4,966,542,000원', 'prize_amount': '52,556', 'winners_per_prize': '94500.00000000'}, {'rank': '5등', 'winners': '8,489,600,000원', 'prize_amount': '848,960', 'winners_per_prize': '10000.00000000'}]",2004년 02월 28일 추첨
66,"[2, 3, 7, 17, 22, 24]",45,"[{'rank': '1등', 'winners': '14,740,552,800원', 'prize_amount': '4', 'winners_per_prize': '3685138200.00000000'}, {'rank': '2등', 'winners': '2,456,757,000원', 'prize_amount': '19', 'winners_per_prize': '129303000.00000000'}, {'rank': '3등', 'winners': '2,456,721,600원', 'prize_amount': '786', 'winners_per_prize': '3125600.00000000'}, {'rank': '4등', 'winners': '4,910,973,600원', 'prize_amount': '40,188', 'winners_per_prize': '122200.00000000'}, {'rank': '5등', 'winners': '7,121,810,000원', 'prize_amount': '712,181', 'winners_per_prize': '10000.00000000'}]",2004년 03월 06일 추첨
67,"[3, 7, 10, 15, 36, 38]",33,"[{'rank': '1등', 'winners': '14,801,055,500원', 'prize_amount': '7', 'winners_per_prize': '2114436500.00000000'}, {'rank': '2등', 'winners': '2,466,837,400원', 'prize_amount': '62', 'winners_per_prize': '39787700.00000000'}, {'rank': '3등', 'winners': '2,466,838,800원', 'prize_amount': '972', 'winners_per_prize': '2537900.00000000'}, {'rank': '4등', 'winners': '4,931,070,000원', 'prize_amount': '46,740', 'winners_per_prize': '105500.00000000'}, {'rank': '5등', 'winners': '7,489,010,000원', 'prize_amount': '748,901', 'winners_per_prize': '10000.00000000'}]",2004년 03월 13일 추첨
68,"[10, 12, 15, 16, 26, 39]",38,"[{'rank': '1등', 'winners': '14,729,410,500원', 'prize_amount': '5', 'winners_per_prize': '2945882100.00000000'}, {'rank': '2등', 'winners': '2,454,900,000원', 'prize_amount': '20', 'winners_per_prize': '122745000.00000000'}, {'rank': '3등', 'winners': '2,454,873,200원', 'prize_amount': '754', 'winners_per_prize': '3255800.00000000'}, {'rank': '4등', 'winners': '4,906,251,000원', 'prize_amount': '43,265', 'winners_per_prize': '113400.00000000'}, {'rank': '5등', 'winners': '7,357,600,000원', 'prize_amount': '735,760', 'winners_per_prize': '10000.00000000'}]",2004년 03월 20일 추첨
69,"[5, 8, 14, 15, 19, 39]",35,"[{'rank': '1등', 'winners': '14,888,136,600원', 'prize_amount': '3', 'winners_per_prize': '4962712200.00000000'}, {'rank': '2등', 'winners': '2,481,356,000원', 'prize_amount': '20', 'winners_per_prize': '124067800.00000000'}, {'rank': '3등', 'winners': '2,481,303,800원', 'prize_amount': '766', 'winners_per_prize': '3239300.00000000'}, {'rank': '4등', 'winners': '4,958,766,000원', 'prize_amount': '41,220', 'winners_per_prize': '120300.00000000'}, {'rank': '5등', 'winners': '7,042,090,000원', 'prize_amount': '704,209', 'winners_per_prize': '10000.00000000'}]",2004년 03월 27일 추첨
70,"[5, 19, 22, 25, 28, 43]",26,"[{'rank': '1등', 'winners': '15,093,833,400원', 'prize_amount': '3', 'winners_per_prize': '5031277800.00000000'}, {'rank': '2등', 'winners': '2,515,637,600원', 'prize_amount': '14', 'winners_per_prize': '179688400.00000000'}, {'rank': '3등', 'winners': '2,515,594,500원', 'prize_amount': '717', 'winners_per_prize': '3508500.00000000'}, {'rank': '4등', 'winners': '5,027,962,700원', 'prize_amount': '36,781', 'winners_per_prize': '136700.00000000'}, {'rank': '5등', 'winners': '6,459,900,000원', 'prize_amount': '645,990', 'winners_per_prize': '10000.00000000'}]",2004년 04월 03일 추첨
71,"[5, 9, 12, 16, 29, 41]",21,"[{'rank': '1등', 'winners': '0원', 'prize_amount': '0', 'winners_per_prize': '0.00000000'}, {'rank': '2등', 'winners': '2,484,865,600원', 'prize_amount': '28', 'winners_per_prize': '88745200.00000000'}, {'rank': '3등', 'winners': '2,484,805,000원', 'prize_amount': '782', 'winners_per_prize': '3177500.00000000'}, {'rank': '4등', 'winners': '4,967,161,200원', 'prize_amount': '39,516', 'winners_per_prize': '125700.00000000'}, {'rank': '5등', 'winners': '6,596,310,000원', 'prize_amount': '659,631', 'winners_per_prize': '10000.00000000'}]",2004년 04월 10일 추첨
72,"[2, 4, 11, 17, 26, 27]",1,"[{'rank': '1등', 'winners': '42,386,819,800원', 'prize_amount': '13', 'winners_per_prize': '3260524600.00000000'}, {'rank': '2등', 'winners': '4,579,599,200원', 'prize_amount': '44', 'winners_per_prize': '104081800.00000000'}, {'rank': '3등', 'winners': '4,579,495,000원', 'prize_amount': '2,510', 'winners_per_prize': '1824500.00000000'}, {'rank': '4등', 'winners': '9,153,718,200원', 'prize_amount': '113,994', 'winners_per_prize': '80300.00000000'}, {'rank': '5등', 'winners': '17,029,590,000원', 'prize_amount': '1,702,959', 'winners_per_prize': '10000.00000000'}]",2004년 04월 17일 추첨
